fid,x,y,class,uid
581.0,328.90594,938.609,person,20.0
581.0,731.6287,726.335,person,21.0
582.0,568.3306,455.02533,person,6.0
582.0,470.24643,1033.9486,person,10.0
582.0,223.43732,1196.2386,person,11.0
582.0,622.52795,111.23144,person,13.0
582.0,919.291,1010.1293,person,15.0
582.0,444.4675,1054.2986,person,18.0
582.0,328.99554,939.367,person,20.0
582.0,733.43933,726.86383,person,21.0
583.0,575.1469,467.55408,person,6.0
583.0,471.0992,1036.8867,person,10.0
583.0,223.45087,1197.3458,person,11.0
583.0,623.50946,112.85873,person,13.0
583.0,921.5781,1012.5018,person,15.0
583.0,445.4607,1054.4081,person,18.0
583.0,328.95435,940.12024,person,20.0
583.0,736.9143,729.953,person,21.0
584.0,582.26715,480.6416,person,6.0
584.0,471.95673,1039.841,person,10.0
584.0,223.32217,1198.4224,person,11.0
584.0,625.2459,114.799194,person,13.0
584.0,921.6031,1011.39014,person,15.0
584.0,446.49692,1055.4927,person,18.0
584.0,328.91302,940.8746,person,20.0
584.0,740.42175,733.0711,person,21.0
585.0,613.81396,522.88763,person,6.0
585.0,472.81885,1042.8112,person,10.0
585.0,223.03764,1198.3572,person,11.0
585.0,627.82806,117.28842,person,13.0
585.0,919.88837,1006.845,person,15.0
585.0,447.53598,1056.5802,person,18.0
585.0,329.0028,941.6357,person,20.0
585.0,742.51056,734.27783,person,21.0
586.0,645.18207,563.4127,person,6.0
586.0,473.2831,1044.7887,person,10.0
586.0,222.62395,1199.3698,person,11.0
586.0,630.7354,119.95795,person,13.0
586.0,447.70227,1056.5988,person,18.0
586.0,329.09274,942.398,person,20.0
586.0,744.18317,734.83856,person,21.0
587.0,676.4315,601.97595,person,6.0
587.0,473.98254,1047.7682,person,10.0
587.0,222.06743,1200.3505,person,11.0
587.0,634.6248,123.06908,person,13.0
587.0,919.88837,1006.845,person,15.0
587.0,447.86865,1056.6173,person,18.0
587.0,329.09274,942.398,person,20.0
587.0,742.8867,730.8597,person,21.0
588.0,474.6857,1050.7633,person,10.0
588.0,221.49849,1200.2192,person,11.0
588.0,638.0966,126.067154,person,13.0
588.0,447.91168,1057.5962,person,18.0
588.0,329.22403,942.40393,person,20.0
588.0,741.3581,726.2609,person,21.0
589.0,475.15652,1052.7688,person,10.0
589.0,220.9301,1200.088,person,11.0
589.0,640.6871,128.98364,person,13.0
589.0,447.53598,1056.5802,person,18.0
589.0,329.22403,942.40393,person,20.0
589.0,742.1756,725.5284,person,21.0
590.0,475.62903,1054.7814,person,10.0
590.0,220.49307,1198.8798,person,11.0
590.0,642.27783,131.42935,person,13.0
590.0,447.16098,1055.5663,person,18.0
590.0,329.0028,941.6357,person,20.0
590.0,747.65784,731.8655,person,21.0
591.0,476.10318,1056.8011,person,10.0
591.0,220.04636,1196.5681,person,11.0
591.0,642.6183,133.6012,person,13.0
591.0,447.36966,1056.5616,person,18.0
591.0,328.74057,941.62396,person,20.0
591.0,756.3036,742.9512,person,21.0
592.0,476.3409,1057.8137,person,10.0
592.0,219.74278,1194.2981,person,11.0
592.0,640.94116,135.23306,person,13.0
592.0,447.41238,1057.5402,person,18.0
592.0,328.3474,941.6064,person,20.0
592.0,769.78314,761.2698,person,21.0
593.0,476.5128,1057.8328,person,10.0
593.0,219.45033,1193.1345,person,11.0
593.0,638.5208,136.89125,person,13.0
593.0,447.45514,1058.5201,person,18.0
593.0,327.82355,941.583,person,20.0
593.0,784.3784,781.17523,person,21.0
594.0,476.68484,1057.8517,person,10.0
594.0,219.30927,1193.1027,person,11.0
594.0,635.7311,138.42361,person,13.0
594.0,447.91757,1061.5074,person,18.0
594.0,327.51947,942.32697,person,20.0
594.0,797.35535,798.2466,person,21.0
595.0,476.8568,1057.8706,person,10.0
595.0,219.0468,1195.2391,person,11.0
595.0,632.9456,140.0907,person,13.0
595.0,448.59384,1065.5208,person,18.0
595.0,327.26135,944.59357,person,20.0
595.0,806.67334,809.7454,person,21.0
596.0,476.7905,1056.8766,person,10.0
596.0,218.64203,1197.3497,person,11.0
596.0,630.9668,141.84576,person,13.0
596.0,449.0619,1068.5435,person,18.0
596.0,327.17624,946.1136,person,20.0
596.0,812.51355,815.9877,person,21.0
597.0,477.13425,1056.9142,person,10.0
597.0,218.10367,1200.5435,person,11.0
597.0,630.22833,143.7961,person,13.0
597.0,448.73428,1072.4824,person,18.0
597.0,327.35403,947.6503,person,20.0
597.0,817.03516,819.917,person,21.0
598.0,477.30627,1056.9331,person,10.0
598.0,217.42105,1203.718,person,11.0
598.0,630.8094,146.20541,person,13.0
598.0,448.1918,1075.4148,person,18.0
598.0,327.79596,949.2048,person,20.0
598.0,819.227,820.67426,person,21.0
599.0,477.65036,1056.9708,person,10.0
599.0,216.72,1204.6681,person,11.0
599.0,632.95996,149.15329,person,13.0
599.0,447.09695,1077.2852,person,18.0
599.0,328.10727,950.7579,person,20.0
599.0,821.0904,820.6253,person,21.0
600.0,478.1667,1057.0275,person,10.0
600.0,216.01128,1204.5017,person,11.0
600.0,636.2087,152.60002,person,13.0
600.0,328.32944,951.5395,person,20.0
600.0,823.9186,821.36945,person,21.0
601.0,478.92374,1058.0986,person,10.0
601.0,215.5864,1204.402,person,11.0
601.0,639.75977,156.17892,person,13.0
601.0,328.1972,951.5327,person,20.0
601.0,826.967,822.1115,person,21.0
602.0,479.50992,1059.1532,person,10.0
602.0,215.15527,1203.188,person,11.0
602.0,642.7658,159.78128,person,13.0
602.0,445.87366,1080.1499,person,18.0
602.0,327.7112,950.7378,person,20.0
602.0,829.8188,822.8618,person,21.0
603.0,480.33972,1061.2302,person,10.0
603.0,214.72525,1201.9768,person,11.0
603.0,644.40155,162.94147,person,13.0
603.0,444.6879,1084.0409,person,18.0
603.0,327.09433,949.9377,person,20.0
603.0,833.2405,824.42804,person,21.0
604.0,481.24307,1064.3218,person,10.0
604.0,214.30188,1201.878,person,11.0
604.0,643.8293,165.61922,person,13.0
604.0,444.51437,1088.0833,person,18.0
604.0,326.39047,948.3687,person,20.0
604.0,836.2596,826.0133,person,21.0
605.0,478.03867,1121.146,person,9.0
605.0,481.9772,1067.4103,person,10.0
605.0,214.01974,1201.8123,person,11.0
605.0,641.0254,167.62488,person,13.0
605.0,444.59308,1094.2378,person,18.0
605.0,325.8204,946.8118,person,20.0
605.0,838.3047,826.7969,person,21.0
606.0,473.08713,1124.7509,person,9.0
606.0,482.71533,1070.5156,person,10.0
606.0,213.73772,1201.7466,person,11.0
606.0,637.4343,169.4695,person,13.0
606.0,444.63068,1099.4064,person,18.0
606.0,325.47052,946.0322,person,20.0
606.0,838.4443,825.13135,person,21.0
607.0,473.26706,1124.778,person,9.0
607.0,483.2096,1072.5951,person,10.0
607.0,213.4559,1201.6809,person,11.0
607.0,633.69476,171.06152,person,13.0
607.0,444.4132,1102.4932,person,18.0
607.0,325.33945,946.026,person,20.0
607.0,838.0195,822.6562,person,21.0
608.0,473.69424,1125.9315,person,9.0
608.0,483.45743,1073.6377,person,10.0
608.0,213.46083,1202.7917,person,11.0
608.0,630.51,172.74803,person,13.0
608.0,444.15326,1104.5424,person,18.0
608.0,325.07745,946.0135,person,20.0
608.0,835.91705,815.3156,person,21.0
609.0,474.37042,1128.218,person,9.0
609.0,483.2096,1072.5951,person,10.0
609.0,213.18819,1204.9525,person,11.0
609.0,628.8742,174.76674,person,13.0
609.0,443.54865,1106.5483,person,18.0
609.0,325.07745,946.0135,person,20.0
610.0,708.53,639.3647,person,6.0
610.0,474.93674,1131.5948,person,9.0
610.0,482.96225,1071.5546,person,10.0
610.0,212.77771,1208.206,person,11.0
610.0,628.62756,177.03775,person,13.0
610.0,443.1147,1108.5837,person,18.0
610.0,325.07745,946.0135,person,20.0
610.0,835.91705,815.3156,person,21.0
611.0,742.6573,677.29266,person,6.0
611.0,475.43698,1133.875,person,9.0
611.0,482.78735,1071.5339,person,10.0
611.0,212.36525,1211.4745,person,11.0
611.0,629.7054,179.76697,person,13.0
611.0,443.5338,1114.9762,person,18.0
611.0,325.1646,946.7803,person,20.0
612.0,736.21295,665.79236,person,6.0
612.0,475.21143,1136.0493,person,9.0
612.0,482.93158,1073.5751,person,10.0
612.0,209.97054,1217.6736,person,11.0
612.0,632.14075,183.14377,person,13.0
612.0,444.3894,1123.6423,person,18.0
612.0,325.12064,947.5416,person,20.0
613.0,732.6399,658.4312,person,6.0
613.0,475.23636,1139.3806,person,9.0
613.0,483.14886,1076.649,person,10.0
613.0,207.13264,1222.6661,person,11.0
613.0,635.9905,187.05058,person,13.0
613.0,445.30008,1133.523,person,18.0
613.0,325.2519,947.54803,person,20.0
614.0,730.4925,653.37744,person,6.0
614.0,472.98495,1137.9127,person,9.0
614.0,483.191,1079.7161,person,10.0
614.0,204.56851,1226.6052,person,11.0
614.0,639.68225,190.80742,person,13.0
614.0,446.40192,1143.5853,person,18.0
614.0,325.12064,947.5416,person,20.0
615.0,729.3465,650.0097,person,6.0
615.0,470.98947,1137.5963,person,9.0
615.0,483.05692,1082.775,person,10.0
615.0,643.11707,194.26222,person,13.0
615.0,447.07278,1151.4874,person,18.0
615.0,325.03262,949.0675,person,20.0
616.0,728.96674,647.73413,person,6.0
616.0,468.70062,1138.34,person,9.0
616.0,482.8494,1084.8073,person,10.0
616.0,645.3484,197.21631,person,13.0
616.0,446.44992,1153.6233,person,18.0
616.0,325.16284,953.6903,person,20.0
617.0,728.5886,645.4691,person,6.0
617.0,467.19894,1140.3171,person,9.0
617.0,482.14304,1084.7183,person,10.0
617.0,645.90497,199.44307,person,13.0
617.0,445.1579,1152.282,person,18.0
617.0,326.00418,964.662,person,20.0
617.0,543.0577,513.40015,person,22.0
618.0,728.9135,643.7045,person,6.0
618.0,465.27307,1141.1174,person,9.0
618.0,481.43716,1084.6294,person,10.0
618.0,202.28484,1229.4777,person,11.0
618.0,644.6828,201.28847,person,13.0
618.0,443.82736,1149.8215,person,18.0
618.0,327.37115,983.99786,person,20.0
618.0,544.3234,518.35693,person,22.0
619.0,730.15564,642.9815,person,6.0
619.0,464.6714,1143.2439,person,9.0
619.0,481.1558,1085.624,person,10.0
619.0,200.00337,1231.2018,person,11.0
619.0,642.35345,202.66542,person,13.0
619.0,443.118,1149.7019,person,18.0
619.0,329.55045,1010.9077,person,20.0
619.0,545.03864,521.22406,person,22.0
620.0,731.72266,642.21936,person,6.0
620.0,463.34863,1141.917,person,9.0
620.0,481.0507,1086.6426,person,10.0
620.0,199.87534,1228.8635,person,11.0
620.0,639.86145,204.27666,person,13.0
620.0,442.40918,1149.5824,person,18.0
620.0,332.09836,1042.8083,person,20.0
620.0,545.72235,524.5029,person,22.0
621.0,732.90955,640.9291,person,6.0
621.0,461.73508,1138.3344,person,9.0
621.0,481.0168,1088.7064,person,10.0
621.0,199.88905,1226.5697,person,11.0
621.0,637.7899,206.0858,person,13.0
621.0,442.49222,1151.8287,person,18.0
621.0,334.64767,1076.5607,person,20.0
621.0,546.2212,527.46484,person,22.0
622.0,733.7143,639.11444,person,6.0
622.0,481.1599,1090.7994,person,10.0
622.0,194.01457,1183.0919,person,11.0
622.0,636.46814,207.97641,person,13.0
622.0,442.79526,1155.243,person,18.0
622.0,336.79648,1107.2216,person,20.0
622.0,546.53217,530.1011,person,22.0
623.0,732.83606,635.2364,person,6.0
623.0,460.3672,1135.912,person,9.0
623.0,481.05438,1091.8254,person,10.0
623.0,188.58302,1140.6725,person,11.0
623.0,635.8947,209.7776,person,13.0
623.0,442.7852,1159.7501,person,18.0
623.0,338.37088,1133.0801,person,20.0
623.0,546.2685,531.70233,person,22.0
624.0,731.42834,630.8955,person,6.0
624.0,459.00583,1133.5012,person,9.0
624.0,481.19797,1093.9283,person,10.0
624.0,183.18011,1112.4634,person,11.0
624.0,637.1751,212.34726,person,13.0
624.0,441.93463,1160.7324,person,18.0
624.0,339.15082,1153.3868,person,20.0
624.0,545.7745,533.3539,person,22.0
625.0,729.5022,626.10876,person,6.0
625.0,458.29285,1133.3892,person,9.0
625.0,481.59213,1097.1191,person,10.0
625.0,639.5835,215.45593,person,13.0
625.0,441.08365,1161.7155,person,18.0
625.0,339.4812,1169.8225,person,20.0
625.0,545.08704,534.6575,person,22.0
626.0,727.43945,621.3969,person,6.0
626.0,457.58057,1133.2771,person,9.0
626.0,481.9154,1099.2633,person,10.0
626.0,642.81244,218.89113,person,13.0
626.0,439.87537,1162.6359,person,18.0
626.0,339.5026,1182.0942,person,20.0
626.0,544.6667,536.69464,person,22.0
627.0,726.1314,617.73193,person,6.0
627.0,457.27814,1134.3251,person,9.0
627.0,482.2399,1101.4149,person,10.0
627.0,646.3725,222.67358,person,13.0
627.0,438.88416,1164.7314,person,18.0
627.0,339.28384,1192.2532,person,20.0
627.0,544.05273,538.3838,person,22.0
628.0,726.2935,616.07434,person,6.0
628.0,456.46042,1132.0077,person,9.0
628.0,482.74457,1103.5986,person,10.0
628.0,649.56134,226.49904,person,13.0
628.0,437.8148,1164.5408,person,18.0
628.0,339.0273,1199.0864,person,20.0
628.0,543.9362,540.7721,person,22.0
629.0,727.1354,614.8731,person,6.0
629.0,455.469,1129.6726,person,9.0
629.0,482.8184,1104.6688,person,10.0
629.0,651.00024,229.8623,person,13.0
629.0,436.96188,1165.5254,person,18.0
629.0,338.69098,1203.6436,person,20.0
629.0,544.205,543.89606,person,22.0
630.0,728.65796,614.12427,person,6.0
630.0,454.02753,1125.1133,person,9.0
630.0,483.14575,1106.8392,person,10.0
630.0,650.81744,232.6627,person,13.0
630.0,436.1086,1166.5107,person,18.0
630.0,338.56055,1207.1072,person,20.0
630.0,544.5922,547.0224,person,22.0
631.0,730.8659,613.82623,person,6.0
631.0,452.59763,1120.5902,person,9.0
631.0,483.7292,1110.1218,person,10.0
631.0,649.08246,234.83867,person,13.0
631.0,435.61084,1167.5608,person,18.0
631.0,338.47318,1209.4255,person,20.0
631.0,545.3333,550.10815,person,22.0
632.0,733.2372,613.5062,person,6.0
632.0,451.22696,1117.1764,person,9.0
632.0,484.3913,1114.5085,person,10.0
632.0,646.2508,236.41121,person,13.0
632.0,434.89893,1167.4324,person,18.0
632.0,338.42935,1210.5876,person,20.0
632.0,546.4743,553.96387,person,22.0
633.0,735.7731,613.16394,person,6.0
633.0,450.30676,1115.9746,person,9.0
633.0,485.31635,1120.0486,person,10.0
633.0,643.4188,237.78589,person,13.0
633.0,434.57855,1168.5153,person,18.0
633.0,338.46277,1214.1221,person,20.0
633.0,547.31055,557.5059,person,22.0
634.0,737.62195,612.36865,person,6.0
634.0,449.56314,1114.8015,person,9.0
634.0,486.51047,1126.7731,person,10.0
634.0,641.48267,239.24475,person,13.0
634.0,434.47104,1170.7826,person,18.0
634.0,338.6617,1217.7115,person,20.0
634.0,547.556,559.94293,person,22.0
635.0,738.7782,611.1219,person,6.0
635.0,449.04105,1114.7249,person,9.0
635.0,487.00778,1131.2496,person,10.0
635.0,640.4363,240.79266,person,13.0
635.0,434.57733,1174.2462,person,18.0
635.0,338.57388,1220.0656,person,20.0
635.0,547.1659,561.675,person,22.0
636.0,738.8642,608.936,person,6.0
636.0,448.9129,1115.7692,person,9.0
636.0,487.06107,1134.5773,person,10.0
636.0,640.2851,242.83192,person,13.0
636.0,434.50504,1177.6938,person,18.0
636.0,338.48584,1222.4271,person,20.0
636.0,545.93976,562.3108,person,22.0
637.0,738.2593,606.3144,person,6.0
637.0,448.78455,1116.8148,person,9.0
637.0,486.77194,1135.6422,person,10.0
637.0,641.57904,245.59506,person,13.0
637.0,434.61185,1181.192,person,18.0
637.0,338.51956,1226.0225,person,20.0
637.0,544.3191,562.185,person,22.0
638.0,736.6,602.78406,person,6.0
638.0,448.87622,1118.9625,person,9.0
638.0,486.48254,1136.7084,person,10.0
638.0,643.98895,249.037,person,13.0
638.0,434.53925,1184.6732,person,18.0
638.0,337.7453,1219.8783,person,20.0
638.0,542.8992,562.4394,person,22.0
639.0,734.43115,598.82874,person,6.0
639.0,449.41068,1123.332,person,9.0
639.0,486.11432,1136.6508,person,10.0
639.0,647.09143,252.93834,person,13.0
639.0,434.43057,1186.9921,person,18.0
639.0,333.64453,1178.6772,person,20.0
639.0,541.7952,563.05237,person,22.0
640.0,732.2846,594.9142,person,6.0
640.0,449.94897,1127.7319,person,9.0
640.0,485.74637,1136.5931,person,10.0
640.0,650.82025,257.14893,person,13.0
640.0,434.10538,1188.1018,person,18.0
640.0,328.939,1128.374,person,20.0
640.0,541.1229,564.0038,person,22.0
641.0,730.88245,591.9763,person,6.0
641.0,450.53857,1133.261,person,9.0
641.0,485.30075,1135.4128,person,10.0
641.0,654.0448,260.99503,person,13.0
641.0,433.77994,1189.213,person,18.0
641.0,324.01126,1076.0978,person,20.0
641.0,541.03625,566.10394,person,22.0
642.0,730.1586,589.4804,person,6.0
642.0,450.90765,1137.7013,person,9.0
642.0,485.1945,1136.5067,person,10.0
642.0,656.3524,264.3594,person,13.0
642.0,433.4891,1191.5101,person,18.0
642.0,319.13483,1024.591,person,20.0
642.0,541.57965,568.9438,person,22.0
643.0,730.465,587.8801,person,6.0
643.0,451.10135,1142.143,person,9.0
643.0,484.6431,1136.4203,person,10.0
643.0,657.2174,266.9314,person,13.0
643.0,432.98178,1192.5903,person,18.0
643.0,314.94434,981.48,person,20.0
643.0,542.5232,572.58417,person,22.0
644.0,731.7988,587.16437,person,6.0
644.0,451.02045,1144.3455,person,9.0
644.0,483.9085,1136.3053,person,10.0
644.0,656.3267,268.77118,person,13.0
644.0,432.25922,1192.4487,person,18.0
644.0,313.25766,964.6805,person,20.0
644.0,543.79626,576.63416,person,22.0
645.0,733.4953,586.91205,person,6.0
645.0,450.9394,1146.5547,person,9.0
645.0,483.61755,1137.371,person,10.0
645.0,654.2621,270.1109,person,13.0
645.0,431.75134,1193.5293,person,18.0
645.0,312.08264,956.8435,person,20.0
645.0,545.5695,581.95044,person,22.0
646.0,735.3493,586.6362,person,6.0
646.0,450.80945,1147.6469,person,9.0
646.0,483.5864,1139.5936,person,10.0
646.0,652.2926,271.41946,person,13.0
646.0,431.24283,1194.6112,person,18.0
646.0,311.33142,954.49426,person,20.0
646.0,547.0415,586.9582,person,22.0
647.0,737.207,586.3599,person,6.0
647.0,450.90674,1149.8964,person,9.0
647.0,483.5551,1141.8232,person,10.0
647.0,650.3234,272.72787,person,13.0
647.0,430.52075,1194.4686,person,18.0
647.0,310.75955,955.23145,person,20.0
647.0,547.99634,591.22925,person,22.0
648.0,738.7012,585.61865,person,6.0
648.0,451.18335,1152.1835,person,9.0
648.0,483.52377,1144.06,person,10.0
648.0,649.02795,274.26233,person,13.0
648.0,430.22437,1196.7783,person,18.0
648.0,310.2634,956.743,person,20.0
648.0,548.0462,593.45166,person,22.0
649.0,739.8286,584.4136,person,6.0
649.0,451.10205,1154.4175,person,9.0
649.0,483.75397,1147.4731,person,10.0
649.0,648.68866,275.93597,person,13.0
649.0,429.38455,1198.986,person,18.0
649.0,309.7662,958.2577,person,20.0
649.0,547.8888,595.26917,person,22.0
650.0,740.4324,582.77106,person,6.0
650.0,450.84076,1156.6274,person,9.0
650.0,483.72272,1149.7279,person,10.0
650.0,649.6142,278.33438,person,13.0
650.0,428.18118,1201.1256,person,18.0
650.0,309.39798,959.783,person,20.0
650.0,547.4392,596.23944,person,22.0
651.0,740.3582,580.7199,person,6.0
651.0,451.00406,1164.6046,person,9.0
651.0,483.69144,1151.9896,person,10.0
651.0,651.5337,281.35077,person,13.0
651.0,426.76517,1202.0322,person,18.0
651.0,309.02884,961.31195,person,20.0
651.0,546.9054,596.77423,person,22.0
652.0,739.97577,578.7242,person,6.0
652.0,450.98755,1172.641,person,9.0
652.0,483.3972,1153.0765,person,10.0
652.0,654.17883,284.87778,person,13.0
652.0,425.34927,1202.9386,person,18.0
652.0,308.58374,962.0623,person,20.0
652.0,546.3713,597.3092,person,22.0
653.0,739.1331,576.808,person,6.0
653.0,450.32413,1178.3163,person,9.0
653.0,482.73123,1154.103,person,10.0
653.0,656.76855,288.49228,person,13.0
653.0,423.54623,1202.5719,person,18.0
653.0,308.13818,962.81335,person,20.0
653.0,546.12683,598.7007,person,22.0
654.0,738.50385,575.3769,person,6.0
654.0,449.4613,1179.3206,person,9.0
654.0,481.98886,1153.9788,person,10.0
654.0,658.906,292.3197,person,13.0
654.0,422.10672,1202.2792,person,18.0
654.0,307.48776,962.7748,person,20.0
654.0,546.29645,600.93744,person,22.0
655.0,738.0301,573.92737,person,6.0
655.0,448.55038,1179.1511,person,9.0
655.0,481.0619,1153.8237,person,10.0
655.0,659.0196,295.15912,person,13.0
655.0,420.82492,1200.8284,person,18.0
655.0,307.09778,962.7516,person,20.0
655.0,546.6751,603.6098,person,22.0
656.0,738.07227,572.9081,person,6.0
656.0,447.72845,1176.6741,person,9.0
656.0,480.21014,1154.8187,person,10.0
656.0,657.80383,297.46744,person,13.0
656.0,419.95218,1201.841,person,18.0
656.0,306.76413,961.9552,person,20.0
656.0,547.2657,606.72675,person,22.0
657.0,737.90625,571.4188,person,6.0
657.0,446.41098,1170.6581,person,9.0
657.0,479.54306,1155.8452,person,10.0
657.0,655.45636,299.1651,person,13.0
657.0,419.28137,1204.0881,person,18.0
657.0,306.56082,961.16797,person,20.0
657.0,548.2829,610.73157,person,22.0
657.0,857.1982,167.56842,person,23.0
658.0,738.61505,570.8037,person,6.0
658.0,445.73456,1167.0957,person,9.0
658.0,479.4314,1156.967,person,10.0
658.0,652.60565,300.7766,person,13.0
658.0,419.17078,1207.6556,person,18.0
658.0,306.2282,960.3744,person,20.0
658.0,549.2239,614.32153,person,22.0
658.0,860.8635,174.88025,person,23.0
659.0,739.32367,570.1887,person,6.0
659.0,445.2391,1168.1515,person,9.0
659.0,478.8755,1156.8728,person,10.0
659.0,649.94916,302.08496,person,13.0
659.0,419.24,1211.2781,person,18.0
659.0,305.96918,960.3594,person,20.0
659.0,549.74506,617.06354,person,22.0
659.0,862.00134,177.93764,person,23.0
660.0,740.24164,570.0446,person,6.0
660.0,444.7873,1170.364,person,9.0
660.0,478.31992,1156.7788,person,10.0
660.0,648.3987,303.77798,person,13.0
660.0,419.3096,1214.9193,person,18.0
660.0,305.45135,960.32947,person,20.0
660.0,549.7136,618.9573,person,22.0
660.0,862.0997,180.68414,person,23.0
661.0,741.16046,569.90045,person,6.0
661.0,443.88666,1170.2009,person,9.0
661.0,477.6926,1155.5332,person,10.0
661.0,647.33954,305.32162,person,13.0
661.0,419.37955,1218.5791,person,18.0
661.0,304.93396,960.2995,person,20.0
661.0,549.3402,620.43335,person,22.0
661.0,861.15204,182.16763,person,23.0
662.0,742.1377,570.2518,person,6.0
662.0,443.43268,1172.418,person,9.0
662.0,477.13828,1155.4397,person,10.0
662.0,647.2836,307.29333,person,13.0
662.0,419.63162,1222.2971,person,18.0
662.0,304.28766,960.26215,person,20.0
662.0,548.4107,621.04285,person,22.0
662.0,859.5177,183.88449,person,23.0
663.0,741.8694,569.28516,person,6.0
663.0,442.75458,1173.4463,person,9.0
663.0,476.84024,1156.5282,person,10.0
663.0,648.03436,309.52213,person,13.0
663.0,420.0674,1226.0748,person,18.0
663.0,303.771,960.23224,person,20.0
663.0,547.3543,621.6707,person,22.0
663.0,856.5445,185.8181,person,23.0
664.0,740.8761,567.4309,person,6.0
664.0,442.4364,1174.5415,person,9.0
664.0,476.79794,1158.8038,person,10.0
664.0,649.8233,312.70026,person,13.0
664.0,420.71323,1231.1583,person,18.0
664.0,303.32565,960.9791,person,20.0
664.0,546.1712,622.31683,person,22.0
664.0,852.8903,187.97957,person,23.0
665.0,739.0152,564.7276,person,6.0
665.0,441.9376,1175.6051,person,9.0
665.0,477.19846,1162.3112,person,10.0
665.0,652.46545,316.4269,person,13.0
665.0,421.36404,1236.2805,person,18.0
665.0,303.00897,961.73413,person,20.0
665.0,545.2421,622.9261,person,22.0
665.0,848.6731,190.32855,person,23.0
666.0,737.16876,562.0452,person,6.0
666.0,441.25787,1176.6362,person,9.0
666.0,477.41476,1165.8044,person,10.0
666.0,655.6779,320.56927,person,13.0
666.0,421.99377,1240.1793,person,18.0
666.0,302.56296,962.48224,person,20.0
666.0,545.2015,624.8372,person,22.0
666.0,845.48755,193.03593,person,23.0
667.0,735.133,558.9258,person,6.0
667.0,440.97934,1178.9028,person,9.0
667.0,477.81894,1169.3484,person,10.0
667.0,658.5155,324.3921,person,13.0
667.0,422.23068,1242.749,person,18.0
667.0,302.17554,962.4592,person,20.0
667.0,545.5007,627.18726,person,22.0
667.0,842.8989,195.31131,person,23.0
668.0,733.6164,556.2388,person,6.0
668.0,440.92194,1182.3838,person,9.0
668.0,477.8509,1172.8444,person,10.0
668.0,660.63776,327.70697,person,13.0
668.0,422.09818,1245.2433,person,18.0
668.0,301.65924,962.4286,person,20.0
668.0,546.2292,630.45593,person,22.0
668.0,841.3247,197.25156,person,23.0
669.0,732.8107,554.4255,person,6.0
669.0,441.18576,1184.7712,person,9.0
669.0,478.07065,1176.3915,person,10.0
669.0,661.15106,329.94376,person,13.0
669.0,421.75385,1246.4291,person,18.0
669.0,300.8165,961.60504,person,20.0
669.0,547.17926,634.2085,person,22.0
669.0,841.2237,199.4195,person,23.0
670.0,732.85693,553.4477,person,6.0
670.0,441.9958,1187.2719,person,9.0
670.0,477.84186,1178.6976,person,10.0
670.0,660.0439,331.33395,person,13.0
670.0,421.4091,1247.6167,person,18.0
670.0,300.04413,961.5596,person,20.0
670.0,548.444,638.93976,person,22.0
670.0,842.3804,201.90369,person,23.0
671.0,732.9031,552.47174,person,6.0
671.0,442.94843,1188.6313,person,9.0
671.0,477.5393,1179.819,person,10.0
671.0,657.861,332.23904,person,13.0
671.0,421.08917,1250.0826,person,18.0
671.0,299.40115,961.5217,person,20.0
671.0,549.1542,642.8062,person,22.0
671.0,844.2789,204.6548,person,23.0
672.0,733.79816,552.3226,person,6.0
672.0,443.90378,1189.9946,person,9.0
672.0,476.78778,1179.6813,person,10.0
672.0,655.79474,333.37634,person,13.0
672.0,420.7684,1252.5562,person,18.0
672.0,298.76514,963.0301,person,20.0
672.0,549.871,646.70807,person,22.0
672.0,846.31433,207.39917,person,23.0
673.0,735.0455,552.59906,person,6.0
673.0,444.6343,1190.1357,person,9.0
673.0,476.15277,1178.3894,person,10.0
673.0,654.0501,334.68637,person,13.0
673.0,420.2358,1253.7083,person,18.0
673.0,298.25653,964.5494,person,20.0
673.0,550.2816,649.67474,person,22.0
673.0,848.1053,210.50948,person,23.0
674.0,736.29565,552.8763,person,6.0
674.0,445.04474,1191.3972,person,9.0
674.0,475.33197,1177.0667,person,10.0
674.0,652.8328,336.11075,person,13.0
674.0,419.3071,1253.4896,person,18.0
674.0,289.7621,960.1876,person,20.0
674.0,550.3815,651.6859,person,22.0
674.0,847.6367,213.1453,person,23.0
675.0,737.54865,553.1541,person,6.0
675.0,445.2729,1192.6257,person,9.0
675.0,474.5134,1175.7472,person,10.0
675.0,652.462,337.8284,person,13.0
675.0,418.37946,1253.2711,person,18.0
675.0,281.06494,954.37427,person,20.0
675.0,550.12756,653.2415,person,22.0
675.0,845.8693,215.46416,person,23.0
676.0,738.80457,553.43256,person,6.0
676.0,445.31824,1193.8208,person,9.0
676.0,474.02298,1176.8287,person,10.0
676.0,653.3839,340.53207,person,13.0
676.0,417.24567,1251.7295,person,18.0
676.0,272.50482,947.93933,person,20.0
676.0,550.0047,654.7851,person,22.0
676.0,842.7262,217.22836,person,23.0
677.0,739.5564,553.30804,person,6.0
677.0,444.90665,1192.5544,person,9.0
677.0,473.53195,1177.911,person,10.0
677.0,654.75275,343.6824,person,13.0
677.0,416.3,1250.2358,person,18.0
677.0,549.52673,655.8661,person,22.0
677.0,840.20917,219.29161,person,23.0
678.0,740.4594,553.15845,person,6.0
678.0,444.31323,1191.2554,person,9.0
