fid,x,y,class,uid
8.0,766.8896,752.8303,person,5.0
8.0,745.8912,759.075,person,6.0
8.0,627.1278,147.25499,person,9.0
9.0,601.9732,152.39188,person,0.0
9.0,443.3791,449.15173,person,1.0
9.0,417.46896,475.2292,person,2.0
9.0,529.5406,365.80508,person,3.0
9.0,846.42786,322.11588,person,4.0
9.0,765.5443,749.36566,person,5.0
9.0,745.31525,756.9827,person,6.0
9.0,873.98987,330.5713,person,7.0
9.0,625.292,147.98721,person,9.0
10.0,602.2893,154.15826,person,0.0
10.0,441.5451,446.31943,person,1.0
10.0,415.65027,471.38245,person,2.0
10.0,530.1894,366.10516,person,3.0
10.0,844.6552,318.68277,person,4.0
10.0,764.475,746.6118,person,5.0
10.0,745.3569,755.56683,person,6.0
10.0,874.60376,325.26868,person,7.0
10.0,1414.4999,806.081,person,8.0
10.0,624.0372,149.04434,person,9.0
11.0,601.4435,155.58482,person,0.0
11.0,439.99414,443.45123,person,1.0
11.0,413.94427,467.569,person,2.0
11.0,531.0401,366.8398,person,3.0
11.0,843.43774,316.1055,person,4.0
11.0,763.7792,743.84937,person,5.0
11.0,746.01404,754.82104,person,6.0
11.0,872.89136,320.30923,person,7.0
11.0,1413.0958,808.2366,person,8.0
11.0,622.6272,150.58252,person,9.0
12.0,599.7113,156.68625,person,0.0
12.0,438.9509,441.2927,person,1.0
12.0,412.35654,464.06284,person,2.0
12.0,532.04034,367.78204,person,3.0
12.0,842.36176,313.51282,person,4.0
12.0,763.27026,741.0891,person,5.0
12.0,747.106,754.7542,person,6.0
12.0,1412.3933,809.3155,person,8.0
12.0,622.9598,152.41394,person,9.0
13.0,597.208,157.95929,person,0.0
13.0,438.50983,440.0655,person,1.0
13.0,411.15424,461.33243,person,2.0
13.0,533.63477,369.55322,person,3.0
13.0,841.2943,310.94067,person,4.0
13.0,763.3932,738.9936,person,5.0
13.0,747.8347,754.7096,person,6.0
13.0,1410.3094,809.36694,person,8.0
13.0,624.9063,154.90334,person,9.0
14.0,594.63824,159.25838,person,0.0
14.0,438.49106,439.80228,person,1.0
14.0,410.33362,459.62546,person,2.0
14.0,535.8734,371.91174,person,3.0
14.0,839.8438,308.49756,person,4.0
14.0,763.96234,737.56665,person,5.0
14.0,747.50946,753.31946,person,6.0
14.0,872.4787,316.07166,person,7.0
14.0,1407.5364,809.4353,person,8.0
14.0,626.72577,158.0699,person,9.0
15.0,592.6779,160.72275,person,0.0
15.0,438.57764,439.77927,person,1.0
15.0,409.61026,458.17758,person,2.0
15.0,538.8697,374.85165,person,3.0
15.0,839.8376,306.614,person,4.0
15.0,765.1609,736.79034,person,5.0
15.0,746.38794,751.28125,person,6.0
15.0,872.312,312.1422,person,7.0
15.0,1405.7943,810.53827,person,8.0
15.0,628.49634,161.9108,person,9.0
16.0,591.3915,162.32933,person,0.0
16.0,438.5589,439.51636,person,1.0
16.0,409.16544,457.47876,person,2.0
16.0,542.1579,378.02286,person,3.0
16.0,840.9171,305.0603,person,4.0
16.0,766.35944,736.0138,person,5.0
16.0,745.0907,749.26404,person,6.0
16.0,1402.6838,810.6137,person,8.0
16.0,630.68427,165.52643,person,9.0
17.0,590.8373,164.19829,person,0.0
17.0,437.94736,438.34277,person,1.0
17.0,408.90457,457.27557,person,2.0
17.0,545.7501,381.4358,person,3.0
17.0,843.8731,304.54758,person,4.0
17.0,767.825,735.91095,person,5.0
17.0,743.19073,746.6014,person,6.0
17.0,873.8358,310.08176,person,7.0
17.0,1398.2203,809.6651,person,8.0
17.0,630.59875,168.73305,person,9.0
18.0,591.96466,166.66205,person,0.0
18.0,436.66476,436.29468,person,1.0
18.0,408.73535,457.31952,person,2.0
18.0,548.50714,383.82816,person,3.0
18.0,848.8727,305.0408,person,4.0
18.0,769.29285,735.8079,person,5.0
18.0,740.878,743.29456,person,6.0
18.0,875.38654,307.6903,person,7.0
18.0,1393.093,808.7381,person,8.0
18.0,628.66376,171.30879,person,9.0
18.0,428.08014,97.37649,person,10.0
19.0,594.72504,170.07755,person,0.0
19.0,435.0173,433.84088,person,1.0
19.0,408.20825,456.64542,person,2.0
19.0,550.71655,385.60828,person,3.0
19.0,853.5038,304.70197,person,4.0
19.0,770.126,735.0561,person,5.0
19.0,739.4279,741.32825,person,6.0
19.0,877.039,305.60336,person,7.0
19.0,1388.674,807.79865,person,8.0
19.0,626.7289,172.97209,person,9.0
19.0,423.94946,99.160286,person,10.0
20.0,597.8901,173.71817,person,0.0
20.0,433.01544,430.99496,person,1.0
20.0,407.4114,455.2373,person,2.0
20.0,552.16907,386.81326,person,3.0
20.0,857.74384,303.5238,person,4.0
20.0,770.1391,733.67096,person,5.0
20.0,738.3411,739.3469,person,6.0
20.0,879.06805,303.7421,person,7.0
20.0,1385.9501,807.86804,person,8.0
20.0,624.4216,173.70702,person,9.0
20.0,421.6882,100.17851,person,10.0
21.0,600.2802,177.03009,person,0.0
21.0,430.65677,427.52118,person,1.0
21.0,405.8259,452.18097,person,2.0
21.0,553.0142,387.65643,person,3.0
21.0,859.4199,301.15463,person,4.0
21.0,769.96906,732.3022,person,5.0
21.0,737.4368,737.36206,person,6.0
21.0,881.74994,302.02756,person,7.0
21.0,1383.5713,807.9287,person,8.0
21.0,622.65546,174.38683,person,9.0
21.0,419.4757,101.17363,person,10.0
22.0,602.2004,180.45352,person,0.0
22.0,428.61163,424.52744,person,1.0
22.0,403.9965,448.4447,person,2.0
22.0,553.76624,388.52972,person,3.0
22.0,858.88574,297.83722,person,4.0
22.0,769.1663,730.2953,person,5.0
22.0,737.1317,736.02264,person,6.0
22.0,883.17456,299.36224,person,7.0
22.0,1381.1436,810.08636,person,8.0
22.0,622.1814,175.33409,person,9.0
22.0,417.44586,102.20941,person,10.0
23.0,602.49414,183.20686,person,0.0
23.0,426.85464,421.74976,person,1.0
23.0,401.93973,444.3152,person,2.0
23.0,554.9483,389.83276,person,3.0
23.0,856.4009,293.85928,person,4.0
23.0,767.9192,727.64624,person,5.0
23.0,737.0045,734.674,person,6.0
23.0,883.28546,296.42673,person,7.0
23.0,1380.6965,814.30383,person,8.0
23.0,622.53864,176.73311,person,9.0
23.0,415.0894,103.401474,person,10.0
24.0,600.7727,185.08348,person,0.0
24.0,425.14423,419.4927,person,1.0
24.0,399.99805,440.23145,person,2.0
24.0,556.1374,391.14355,person,3.0
24.0,853.9127,290.25214,person,4.0
24.0,766.67926,725.0126,person,5.0
24.0,737.23145,733.3029,person,6.0
24.0,883.3955,293.51086,person,7.0
24.0,1379.9069,818.5482,person,8.0
24.0,623.5841,178.49876,person,9.0
24.0,412.7801,104.57074,person,10.0
25.0,597.89154,186.64517,person,0.0
25.0,423.5453,417.4779,person,1.0
25.0,398.2537,436.66925,person,2.0
25.0,557.361,392.17935,person,3.0
25.0,849.50903,286.34357,person,4.0
25.0,765.62744,722.38025,person,5.0
25.0,738.05237,732.56665,person,6.0
25.0,882.4789,290.26874,person,7.0
25.0,626.02893,180.85065,person,9.0
25.0,410.55884,105.69773,person,10.0
25.0,1009.97375,1090.9957,person,11.0
26.0,595.2291,188.27464,person,0.0
26.0,422.1815,416.63882,person,1.0
26.0,397.0239,434.2624,person,2.0
26.0,559.1241,393.6278,person,3.0
26.0,845.7373,282.9341,person,4.0
26.0,764.4012,719.77686,person,5.0
26.0,738.8732,731.83075,person,6.0
26.0,880.28467,286.7925,person,7.0
26.0,628.82306,183.43796,person,9.0
26.0,408.1787,106.90059,person,10.0
26.0,999.679,1077.4834,person,11.0
27.0,592.6651,189.56119,person,0.0
27.0,420.76605,416.30774,person,1.0
27.0,396.05008,432.55112,person,2.0
27.0,560.99866,395.0603,person,3.0
27.0,842.69867,279.96567,person,4.0
27.0,763.36163,717.1741,person,5.0
27.0,739.03326,729.79535,person,6.0
27.0,880.3473,284.5876,person,7.0
27.0,631.5036,186.28989,person,9.0
27.0,405.59485,108.073524,person,10.0
27.0,996.4073,1073.4712,person,11.0
28.0,591.2425,191.17331,person,0.0
28.0,419.3666,416.2178,person,1.0
28.0,395.16522,431.32013,person,2.0
28.0,562.9863,396.47678,person,3.0
28.0,841.4206,277.69705,person,4.0
28.0,762.58575,715.23145,person,5.0
28.0,739.1928,727.76654,person,6.0
28.0,881.92865,282.8928,person,7.0
28.0,633.2633,188.72972,person,9.0
28.0,402.93665,109.21877,person,10.0
28.0,994.9382,1072.1056,person,11.0
29.0,591.0314,193.0935,person,0.0
29.0,417.7612,414.97858,person,1.0
29.0,394.44672,430.7848,person,2.0
29.0,564.88983,397.93097,person,3.0
29.0,841.4111,275.9487,person,4.0
29.0,761.63446,713.3117,person,5.0
29.0,739.1756,725.7578,person,6.0
29.0,883.9627,282.0029,person,7.0
29.0,1375.4257,820.7613,person,8.0
29.0,634.07605,191.39723,person,9.0
29.0,400.41272,110.36357,person,10.0
29.0,992.5855,1069.4368,person,11.0
29.0,975.39856,1112.8535,person,12.0
30.0,591.8275,195.26328,person,0.0
30.0,415.73047,412.91507,person,1.0
30.0,393.81042,430.47302,person,2.0
30.0,566.95874,399.92456,person,3.0
30.0,843.50195,274.7521,person,4.0
30.0,761.55634,712.654,person,5.0
30.0,738.3913,723.1496,person,6.0
30.0,888.15533,282.05765,person,7.0
30.0,1370.6097,822.9788,person,8.0
30.0,634.3272,193.63716,person,9.0
30.0,397.89777,111.50434,person,10.0
30.0,990.84106,1068.0566,person,11.0
30.0,977.1689,1115.619,person,12.0
31.0,594.1288,198.30421,person,0.0
31.0,413.6969,410.17062,person,1.0
31.0,393.2548,430.13995,person,2.0
31.0,568.4158,401.24612,person,3.0
31.0,846.4374,273.59787,person,4.0
31.0,761.47833,711.9971,person,5.0
31.0,737.1981,719.92615,person,6.0
31.0,891.0974,281.5349,person,7.0
31.0,1365.5344,823.079,person,8.0
31.0,633.846,195.49432,person,9.0
31.0,395.5127,112.58312,person,10.0
31.0,988.81616,1066.6553,person,11.0
31.0,977.1689,1115.619,person,12.0
32.0,597.4873,201.9786,person,0.0
32.0,411.5027,406.58252,person,1.0
32.0,392.22577,428.48325,person,2.0
32.0,569.32513,402.14972,person,3.0
32.0,850.4802,272.40903,person,4.0
32.0,760.9661,710.7154,person,5.0
32.0,736.48615,718.00275,person,6.0
32.0,892.13885,279.98734,person,7.0
32.0,632.6287,196.95686,person,9.0
32.0,393.2566,113.66336,person,10.0
32.0,986.2078,1063.9906,person,11.0
32.0,977.1689,1115.619,person,12.0
33.0,600.4785,205.40614,person,0.0
33.0,409.2525,402.6191,person,1.0
33.0,390.8152,425.2685,person,2.0
33.0,569.8585,402.8703,person,3.0
33.0,854.321,270.9873,person,4.0
33.0,759.33716,707.5568,person,5.0
33.0,735.3675,715.4648,person,6.0
33.0,895.0904,279.46048,person,7.0
33.0,1360.1824,822.12915,person,8.0
33.0,631.16516,198.34357,person,9.0
33.0,391.167,114.78971,person,10.0
33.0,983.8966,1061.3644,person,11.0
33.0,971.594,1107.3293,person,12.0
34.0,602.7046,208.3746,person,0.0
34.0,407.36096,399.08087,person,1.0
34.0,389.11557,421.47458,person,2.0
34.0,570.21497,403.35178,person,3.0
34.0,856.87775,269.06644,person,4.0
34.0,757.8965,704.40576,person,5.0
34.0,734.2551,712.9411,person,6.0
34.0,895.27246,276.91074,person,7.0
34.0,1354.859,821.18427,person,8.0
34.0,629.8635,199.33273,person,9.0
34.0,389.16254,115.7493,person,10.0
34.0,985.0707,1063.8914,person,11.0
34.0,966.0965,1099.1549,person,12.0
35.0,603.9046,210.77217,person,0.0
35.0,405.73294,395.74945,person,1.0
35.0,387.29025,417.55066,person,2.0
35.0,570.39343,403.59293,person,3.0
35.0,857.5731,266.24374,person,4.0
35.0,755.7913,700.04095,person,5.0
35.0,733.4946,710.40247,person,6.0
35.0,894.0652,273.5385,person,7.0
35.0,1356.4077,824.3146,person,8.0
35.0,628.2367,200.44217,person,9.0
35.0,387.36194,116.674126,person,10.0
35.0,986.24927,1066.4282,person,11.0
35.0,961.52625,1092.4243,person,12.0
36.0,603.6717,212.37395,person,0.0
36.0,404.2128,392.88025,person,1.0
36.0,385.1952,413.3204,person,2.0
36.0,570.93,404.31775,person,3.0
36.0,857.7931,263.28973,person,4.0
36.0,753.4607,695.1008,person,5.0
36.0,732.73804,707.8771,person,6.0
36.0,892.9229,267.7483,person,7.0
36.0,1359.6082,828.4926,person,8.0
36.0,627.3344,201.96375,person,9.0
36.0,385.56473,117.59718,person,10.0
36.0,985.67975,1066.3779,person,11.0
37.0,602.2176,213.41551,person,0.0
37.0,403.0295,390.82352,person,1.0
37.0,383.27863,409.79913,person,2.0
37.0,571.82776,405.53052,person,3.0
37.0,856.5709,260.21622,person,4.0
37.0,752.1636,691.39154,person,5.0
37.0,732.1572,705.35004,person,6.0
37.0,892.2804,262.50653,person,7.0
37.0,1362.8326,832.7022,person,8.0
37.0,627.2388,203.70496,person,9.0
37.0,383.77094,118.518524,person,10.0
37.0,985.9851,1067.6245,person,11.0
38.0,600.1572,214.17282,person,0.0
38.0,402.01846,389.38757,person,1.0
38.0,381.67175,407.36133,person,2.0
38.0,573.17145,407.51035,person,3.0
38.0,854.6814,256.81247,person,4.0
38.0,751.2923,688.30365,person,5.0
38.0,732.38275,704.046,person,6.0
38.0,890.69183,256.43866,person,7.0
38.0,1366.4221,836.93866,person,8.0
38.0,628.44556,205.84068,person,9.0
38.0,381.905,119.3489,person,10.0
38.0,986.0057,1068.8475,person,11.0
39.0,598.2497,215.04268,person,0.0
39.0,401.02405,388.60645,person,1.0
39.0,380.2978,405.3288,person,2.0
39.0,574.6866,410.05402,person,3.0
39.0,852.81433,253.44899,person,4.0
39.0,750.42645,685.2355,person,5.0
39.0,732.3774,702.1253,person,6.0
39.0,1370.7249,841.1997,person,8.0
39.0,630.405,208.42703,person,9.0
39.0,379.96268,120.27857,person,10.0
39.0,983.9918,1067.447,person,11.0
40.0,596.7978,216.08255,person,0.0
40.0,400.3457,388.59668,person,1.0
40.0,379.14987,403.6905,person,2.0
40.0,576.298,412.89932,person,3.0
40.0,851.2305,250.87419,person,4.0
40.0,749.8065,682.78827,person,5.0
40.0,733.0037,701.4303,person,6.0
40.0,1369.6632,842.2968,person,8.0
40.0,632.558,211.34259,person,9.0
40.0,377.83044,121.236694,person,10.0
40.0,981.11676,1064.7594,person,11.0
41.0,595.86646,217.43944,person,0.0
41.0,399.821,388.75632,person,1.0
41.0,378.21744,402.6571,person,2.0
41.0,578.1131,416.02795,person,3.0
41.0,849.6251,248.6089,person,4.0
41.0,750.18414,681.5014,person,5.0
41.0,733.86096,701.3537,person,6.0
41.0,1365.595,841.2645,person,8.0
41.0,634.82837,214.45155,person,9.0
41.0,375.62604,122.22952,person,10.0
41.0,981.13367,1065.9758,person,11.0
42.0,595.83966,219.14883,person,0.0
42.0,399.062,388.12543,person,1.0
42.0,377.29007,401.62936,person,2.0
42.0,579.6563,418.96378,person,3.0
42.0,848.8151,246.66823,person,4.0
42.0,750.5611,680.2169,person,5.0
42.0,733.91284,700.07227,person,6.0
42.0,1363.208,841.2947,person,8.0
42.0,636.45245,217.30774,person,9.0
42.0,373.58215,123.207985,person,10.0
42.0,980.0001,1065.8755,person,11.0
43.0,597.09283,221.60532,person,0.0
43.0,397.8461,386.35376,person,1.0
43.0,376.49792,401.21704,person,2.0
43.0,580.94073,421.38654,person,3.0
43.0,848.461,244.87247,person,4.0
43.0,752.1762,680.68005,person,5.0
43.0,733.56287,698.1942,person,6.0
43.0,1361.8073,842.39276,person,8.0
43.0,637.3239,219.74187,person,9.0
43.0,371.58273,124.165146,person,10.0
43.0,978.0046,1064.4858,person,11.0
44.0,599.3467,224.7809,person,0.0
44.0,396.48788,384.00955,person,1.0
44.0,375.43295,400.2418,person,2.0
44.0,581.95917,423.28256,person,3.0
44.0,849.9111,243.61221,person,4.0
44.0,754.8012,682.2979,person,5.0
44.0,732.4732,695.75867,person,6.0
44.0,891.67334,252.0428,person,7.0
44.0,1359.7258,843.4991,person,8.0
44.0,637.08203,221.48811,person,9.0
44.0,369.7404,125.10926,person,10.0
44.0,974.30225,1060.5372,person,11.0
45.0,602.49695,228.41196,person,0.0
45.0,394.7724,380.76175,person,1.0
45.0,373.9623,398.54047,person,2.0
45.0,582.6002,424.66766,person,3.0
45.0,852.7545,242.46445,person,4.0
45.0,757.44196,683.9255,person,5.0
45.0,731.162,692.7292,person,6.0
45.0,893.0129,247.86618,person,7.0
45.0,1358.6241,845.67676,person,8.0
45.0,636.14923,222.74602,person,9.0
45.0,368.01865,125.99551,person,10.0
45.0,971.47675,1057.89,person,11.0
46.0,605.39734,231.86543,person,0.0
46.0,392.5724,376.49002,person,1.0
46.0,372.2363,396.3009,person,2.0
46.0,582.7534,425.56058,person,3.0
46.0,856.09406,241.16306,person,4.0
46.0,759.0786,684.3973,person,5.0
46.0,729.63416,689.1179,person,6.0
46.0,896.04956,246.3768,person,7.0
46.0,1358.8425,848.93207,person,8.0
46.0,634.2712,223.41394,person,9.0
46.0,366.3438,126.79715,person,10.0
46.0,960.8722,1043.9543,person,11.0
46.0,732.4724,1091.7761,person,13.0
47.0,607.8601,235.37376,person,0.0
47.0,390.343,372.32315,person,1.0
47.0,370.60165,394.06473,person,2.0
47.0,582.71454,426.19278,person,3.0
47.0,859.81116,239.74454,person,4.0
47.0,759.873,683.68915,person,5.0
47.0,728.34247,686.1338,person,6.0
47.0,898.61017,244.45174,person,7.0
47.0,1359.0614,852.2001,person,8.0
47.0,632.65265,224.3599,person,9.0
47.0,364.5225,127.60698,person,10.0
47.0,951.3401,1031.5804,person,11.0
47.0,732.70197,1091.8021,person,13.0
48.0,608.9051,238.1523,person,0.0
48.0,388.36395,368.9608,person,1.0
48.0,368.74063,390.8949,person,2.0
48.0,582.3772,426.58926,person,3.0
48.0,862.27893,237.89604,person,4.0
48.0,759.39996,681.2183,person,5.0
48.0,727.2272,683.1534,person,6.0
48.0,899.7755,242.37164,person,7.0
48.0,631.6303,225.65065,person,9.0
48.0,362.73932,128.46057,person,10.0
48.0,942.8131,1020.6754,person,11.0
48.0,955.8867,1084.4277,person,12.0
48.0,732.3935,1090.6208,person,13.0
48.0,754.72736,1082.7788,person,14.0
49.0,608.4138,240.1927,person,0.0
49.0,386.4128,366.0441,person,1.0
49.0,366.79233,387.1978,person,2.0
49.0,582.23193,427.24945,person,3.0
49.0,863.9151,236.03496,person,4.0
49.0,758.164,678.2114,person,5.0
49.0,726.6743,680.74976,person,6.0
49.0,899.95734,239.73602,person,7.0
49.0,1359.6239,855.4788,person,8.0
49.0,631.1167,227.32233,person,9.0
49.0,360.96017,129.31221,person,10.0
49.0,949.4987,1075.2476,person,12.0
49.0,731.77826,1088.265,person,13.0
49.0,753.2752,1079.2032,person,14.0
50.0,606.6135,241.76244,person,0.0
50.0,384.7596,363.85522,person,1.0
50.0,364.73752,383.60742,person,2.0
50.0,582.8577,428.9701,person,3.0
50.0,864.34955,234.28003,person,4.0
50.0,757.5987,676.39954,person,5.0
50.0,725.9576,678.3749,person,6.0
50.0,898.40955,236.50856,person,7.0
50.0,1360.5322,858.76953,person,8.0
50.0,630.85706,229.09836,person,9.0
50.0,359.1913,130.0972,person,10.0
50.0,935.2333,1011.1592,person,11.0
50.0,950.0536,1075.2997,person,12.0
50.0,730.63116,1084.722,person,13.0
50.0,751.8318,1075.6489,person,14.0
51.0,604.40906,243.09897,person,0.0
51.0,383.59467,362.68985,person,1.0
51.0,362.70782,380.27814,person,2.0
51.0,583.87555,431.235,person,3.0
51.0,863.5282,232.11821,person,4.0
51.0,757.2804,675.1897,person,5.0
51.0,725.7965,676.56323,person,6.0
51.0,896.85736,233.60228,person,7.0
51.0,1363.3972,865.39246,person,8.0
51.0,631.8836,231.56519,person,9.0
51.0,357.45908,130.92647,person,10.0
51.0,929.8149,1005.2528,person,11.0
51.0,950.0593,1074.0852,person,12.0
51.0,728.9607,1080.013,person,13.0
51.0,750.0739,1070.9579,person,14.0
52.0,601.81573,244.00821,person,0.0
52.0,382.8384,362.3591,person,1.0
52.0,360.74805,377.5739,person,2.0
52.0,585.48926,434.32785,person,3.0
52.0,861.347,229.6027,person,4.0
52.0,757.4525,675.1722,person,5.0
52.0,726.35406,675.29034,person,6.0
52.0,895.4267,230.97005,person,7.0
52.0,1366.2905,872.08105,person,8.0
52.0,633.3548,234.28926,person,9.0
52.0,355.80743,131.71715,person,10.0
52.0,931.55316,1010.92145,person,11.0
52.0,950.065,1072.8722,person,12.0
52.0,726.552,1074.1415,person,13.0
52.0,748.3294,1066.3029,person,14.0
53.0,599.55304,244.9889,person,0.0
53.0,382.3554,362.32413,person,1.0
53.0,358.9076,375.64713,person,2.0
53.0,587.5176,438.0026,person,3.0
53.0,859.60706,227.5074,person,4.0
53.0,759.8926,678.0384,person,5.0
53.0,727.2974,674.5857,person,6.0
53.0,893.0821,227.54749,person,7.0
53.0,1367.8506,877.70465,person,8.0
53.0,635.2837,237.47635,person,9.0
53.0,354.1905,132.55273,person,10.0
53.0,932.533,1015.46356,person,11.0
53.0,725.43274,1070.6787,person,13.0
53.0,747.144,1062.8458,person,14.0
54.0,597.9393,246.11685,person,0.0
54.0,381.74808,361.56558,person,1.0
54.0,357.34518,374.99655,person,2.0
54.0,590.1936,442.22925,person,3.0
54.0,857.55396,225.2727,person,4.0
54.0,764.2291,683.26575,person,5.0
54.0,728.7951,674.43054,person,6.0
54.0,891.3511,224.53021,person,7.0
54.0,636.88556,240.43993,person,9.0
54.0,352.43085,133.39505,person,10.0
54.0,933.5195,1020.03577,person,11.0
54.0,724.8397,1068.3961,person,13.0
54.0,747.0546,1061.7273,person,14.0
55.0,597.52124,247.76762,person,0.0
55.0,380.81668,359.96793,person,1.0
55.0,356.2733,375.14972,person,2.0
55.0,592.5023,445.95602,person,3.0
55.0,856.23834,222.83142,person,4.0
55.0,768.8047,688.552,person,5.0
55.0,729.18384,673.1768,person,6.0
55.0,890.8228,221.98401,person,7.0
55.0,638.2387,243.13773,person,9.0
55.0,350.5912,134.33705,person,10.0
55.0,935.5587,1025.8502,person,11.0
55.0,724.7681,1067.2804,person,13.0
55.0,747.5113,1061.7716,person,14.0
56.0,598.1366,250.01422,person,0.0
56.0,379.50583,357.38388,person,1.0
56.0,355.28336,375.08594,person,2.0
56.0,594.3182,449.1873,person,3.0
56.0,856.3513,220.98862,person,4.0
56.0,774.95123,695.72736,person,5.0
56.0,729.0176,671.3789,person,6.0
56.0,638.7072,245.37263,person,9.0
56.0,348.6791,135.31361,person,10.0
56.0,935.52747,1028.1288,person,11.0
56.0,724.6968,1066.1666,person,13.0
56.0,748.2869,1062.9573,person,14.0
57.0,599.96216,253.01686,person,0.0
57.0,378.02094,354.3395,person,1.0
57.0,354.022,374.15976,person,2.0
57.0,595.1958,451.6677,person,3.0
57.0,857.6771,219.5372,person,4.0
57.0,781.2196,703.04504,person,5.0
57.0,728.29987,669.0442,person,6.0
57.0,889.82184,219.3383,person,7.0
57.0,638.4544,246.86542,person,9.0
57.0,346.6192,136.36075,person,10.0
57.0,934.4632,1028.0515,person,11.0
57.0,724.84924,1065.0767,person,13.0
57.0,749.29346,1064.168,person,14.0
58.0,602.46765,256.42346,person,0.0
58.0,376.24133,350.71622,person,1.0
58.0,352.35046,371.68115,person,2.0
58.0,595.1197,453.3752,person,3.0
58.0,859.80524,218.0878,person,4.0
58.0,786.04877,708.6254,person,5.0
58.0,727.2555,666.7568,person,6.0
58.0,889.6537,216.98741,person,7.0
58.0,637.29877,247.66336,person,9.0
58.0,344.4883,137.44171,person,10.0
58.0,934.18066,1029.1731,person,11.0
58.0,724.2596,1062.8131,person,13.0
58.0,750.53204,1065.4045,person,14.0
59.0,605.02435,259.6864,person,0.0
59.0,374.57028,346.77182,person,1.0
59.0,350.45056,368.20593,person,2.0
59.0,594.4036,454.5602,person,3.0
59.0,862.2924,216.52364,person,4.0
59.0,787.2407,709.19666,person,5.0
59.0,726.27,665.07166,person,6.0
59.0,894.8472,217.4919,person,7.0
59.0,1368.4069,882.2323,person,8.0
59.0,636.0539,248.49171,person,9.0
59.0,342.22083,138.52676,person,10.0
59.0,934.16406,1030.3157,person,11.0
59.0,723.44904,1060.5358,person,13.0
59.0,751.77405,1066.6445,person,14.0
60.0,606.9514,262.62704,person,0.0
60.0,373.12128,343.01016,person,1.0
60.0,348.39157,363.946,person,2.0
60.0,593.2716,455.1647,person,3.0
60.0,864.93066,214.65454,person,4.0
60.0,784.4855,704.0895,person,5.0
60.0,726.38135,664.4638,person,6.0
60.0,901.19525,218.19936,person,7.0
60.0,1368.6147,886.7833,person,8.0
60.0,634.7202,249.35043,person,9.0
60.0,340.01584,139.70406,person,10.0
60.0,932.8338,1030.2177,person,11.0
60.0,722.864,1058.2885,person,13.0
60.0,753.25,1067.9108,person,14.0
61.0,607.6399,264.81662,person,0.0
61.0,371.9392,339.7496,person,1.0
61.0,346.38895,359.59015,person,2.0
61.0,592.4582,456.03424,person,3.0
61.0,867.148,212.40959,person,4.0
61.0,777.909,693.50885,person,5.0
61.0,727.25854,664.9643,person,6.0
61.0,906.4197,218.199,person,7.0
61.0,1367.8766,887.92053,person,8.0
61.0,633.20856,250.06808,person,9.0
61.0,337.86316,140.79504,person,10.0
61.0,931.2396,1030.1003,person,11.0
61.0,723.0168,1057.2102,person,13.0
61.0,755.2892,1070.3613,person,14.0
62.0,606.989,266.05142,person,0.0
62.0,370.77475,336.5376,person,1.0
62.0,344.5406,355.46088,person,2.0
62.0,591.97894,456.8264,person,3.0
62.0,867.47217,209.50658,person,4.0
62.0,770.1973,681.4188,person,5.0
62.0,728.908,666.57886,person,6.0
62.0,909.97845,217.36198,person,7.0
62.0,1367.1376,889.05835,person,8.0
62.0,632.32025,251.38058,person,9.0
62.0,335.7531,141.86545,person,10.0
62.0,929.6478,1029.983,person,11.0
62.0,723.68396,1057.2742,person,13.0
62.0,756.54443,1071.6147,person,14.0
63.0,605.40955,266.7874,person,0.0
63.0,370.05023,333.90134,person,1.0
63.0,343.01572,352.34387,person,2.0
63.0,592.0409,457.83417,person,3.0
63.0,866.2178,206.38054,person,4.0
63.0,761.4526,667.96783,person,5.0
63.0,730.7316,668.1837,person,6.0
63.0,911.338,215.57164,person,7.0
63.0,1366.7496,890.19946,person,8.0
63.0,631.78595,252.77777,person,9.0
63.0,333.7818,142.74759,person,10.0
63.0,928.0584,1029.8661,person,11.0
63.0,724.0586,1056.2181,person,13.0
63.0,755.8866,1069.297,person,14.0
64.0,603.5797,267.4045,person,0.0
64.0,369.6625,332.5207,person,1.0
64.0,341.75,350.04218,person,2.0
64.0,592.19836,459.1647,person,3.0
64.0,864.62256,203.40288,person,4.0
64.0,753.80975,656.06683,person,5.0
64.0,734.8591,672.5853,person,6.0
64.0,908.4316,211.87646,person,7.0
64.0,1366.0098,891.3391,person,8.0
64.0,631.9637,254.54916,person,9.0
64.0,332.1404,143.53284,person,10.0
64.0,927.2433,1030.9478,person,11.0
64.0,723.918,1054.026,person,13.0
64.0,753.88684,1064.6185,person,14.0
65.0,601.5028,267.90225,person,0.0
65.0,369.55518,332.05502,person,1.0
65.0,340.57635,348.2457,person,2.0
65.0,593.3021,461.65866,person,3.0
65.0,862.4281,200.90541,person,4.0
65.0,748.04504,647.24927,person,5.0
65.0,739.60925,677.6017,person,6.0
65.0,894.74493,200.20694,person,7.0
65.0,1366.9908,893.64044,person,8.0
65.0,632.8608,256.91113,person,9.0
65.0,330.6483,144.0645,person,10.0
65.0,926.69214,1032.0497,person,11.0
65.0,723.7778,1051.8406,person,13.0
65.0,751.1235,1058.7949,person,14.0
66.0,599.93115,268.63498,person,0.0
66.0,369.5622,331.88516,person,1.0
66.0,339.53595,347.0928,person,2.0
66.0,594.9489,464.7462,person,3.0
66.0,859.67505,198.62619,person,4.0
66.0,744.5909,641.8301,person,5.0
